Name,Time,Salon Name,CID,Phone,Owner,Note,Status,Date
Anh Thư,15:13:36.325000,PRETTY NAILS & SPA,11810,(262)629-7931,Mr,"HD bán GC ở payment screen, HD check revenue",Done,2024-12-15
Tuyết Anh,15:16:42.661000,PAMPER NAILS & LOUNGE,OR_10326,5417353452,Ms,"FT 408-613-4228
She call lên nhờ check giúp GC balance. Check thấy tiệm Deactive. Nhờ she check lại email xem đã có request bên mình sent report Gc cho she chưa. She check lại đã thấy file rồi. ",Done,2024-12-15
Sanh Lưu,15:27:14.073000,TL NAILS AND GLAMOUR SPA,05265,8044779828,Ms.,"She nhờ check thẻ 9608 có charge được $75 không, báo she là charge được 2 lần $1.53 với $75, she nhờ chuyển $75 cho Tiffany và $1.53 là fee, đã tách $1.53 ra và chuyển thành product",Done,2024-12-15
Sanh Lưu,15:31:35.122000,VIDA NAILS AND SPA,09935,9155882122,Ms Mai,She nhờ chuyển $40 Yaime qua Vida,Done,2024-12-15
Đạt Trương,15:38:15.690000,ELEGANT NAILS & SPA,07983,5164129188,Mr,HD manual settlement và cách tech working day,Done,2024-12-15
Hương Giang,15:42:20.145000,JOHNS CREEK NAILS SPA,07957,8083875680,Ms Mai,"ngày 12/13 #2502-006-825($138, DC-0996, appcode 071234) missed $30 tip
> nhờ chị Dung request giúp KH ",Support,2024-12-15
Phương Anh,15:42:37.167000,THE RIM NAILS & SPA,11400,2103143765,Ms.,Tiệm nhờ cung cấp vericode cho Eric và Wendy,Done,2024-12-15
Phượng Hồ,15:42:37.167000,AE SPOTON,,9167755052,Ms Hanna,"AE muốn gửi menu tiệm, nhờ gửi qua info@level3tek.com giúp",Done,2024-12-15
Anh Thư,15:46:58.942000,THE BEST NAILS BAR,10520,7048031623,Ms,HD adjust tip,Done,2024-12-15
Liên Chi,15:48:45.347000,BLISS NAILS,11311,6262424406,Ms.,,,2024-12-15
Tuyết Anh,15:50:54.236000,MILANO NAIL SPA WEST U,08631,8327544650,Ms. Sally (Eng),She call lên hỏi trans missing $75 hôm 12/11 đã có thông tin chưa. Báo she đã email rồi nhưng bên mình vẫn đang đợi Spoton trả lời. Nhờ she call trực tiếp Spoton để được support thêm. ,Done,2024-12-15
Tiến Dương,15:54:22.275000,NAILS II,11823,"6196108169
3045996101",LE VU LAM,He muốn đổi qua chương trình cash discount 2% => Request he call ae để dc hỗ trợ vấn đề này ,Done,2024-12-15
Hương Giang,15:56:43.458000,ORGANIC SPA NAILS,11650,5126600437,Ms,"-KH nhờ add thợ NA comm 60 check 70 + tip
-Enable tesalon for NA
-swap income 12/11-12-13-14 của Tom > Na",Done,2024-12-15
Phượng Hồ,15:58:56.442000,TYLER NAILS,06400,9035930461,Ms. Jill,get IP SP30,Done,2024-12-15
Anh Thư,16:03:02.085000,FAMILY NAILS 2,10634,9166296789,Mr,"KH nhờ clear bal các GC sau về $0
MSR ID: 060424797, 060424777, 060424798
=> nhờ hai chị chuyển kĩ sư giúp tiệm ạ",Support,2024-12-15
Tiến Dương,16:04:59.571000,SUNSET NAILS SPA,11471,7027825778,Ms,HD khách làm payment,Done,2024-12-15
Sanh Lưu,16:09:40.825000,NAILOLOGY LOUNGE,10614,5037582361,Ms,"She nhờ check #421 xem có pay bằng GC không, check thấy chỉ charge thẻ thôi, đã có nói she là mốt cứ pay bằng GC trước, she bảo bữa bấm nhưng không hiện GC lên, đã nhờ she check lại với khách GC đó bán lúc nào để mình check history",Done,2024-12-15
Đạt Trương,16:09:40.825000,VIP NAIL BAR,11015,4302744489,Mr,#529 chuyển hết qua cho thợ TONY,Done,2024-12-15
Phương Anh,16:12:15.802000,KIM'S NAIL & SPA,11413,4028409392,Ms Tina,"Tiệm báo máy E800 bị chậm, gọi facetime qua check máy thì máy vẫn đang work bình thường, nhờ tiệm xem nếu có thể thì đổi qua đi dây cable",Done,2024-12-15
Tiến Dương,16:14:54.515000,FABULOUS NAILS,11588,"FT: 6503693190
4084586847",Ms,"Dạ tiệm đang bận, she không nghe phone được. Em follow và goi lại tiệm
=> em call check thấy A800 của tiệm đang bị sai giờ, hd chỉnh lại nhưng she đang bậ, nay tiệm có 2 người ko có thời gian và hẹn mai call lại sau để confirm ticket",Done,2024-12-15
Tuấn Võ,16:16:33.804000,TMS,,7043079741,Mr. Hạnh,"Anh Hạnh nhờ gọi qua check máy xem có cài LLDTEK được không -> check tải app được, in được bình thường => worked",Done,2024-12-15
Đạt Trương,16:16:33.804000,JAZMIN SPA,07808,6785595388,Ms,gọi lại khách nhiều lần không bắt phone ạ,No answer,2024-12-15
Chiến Phạm,16:17:41.952000,ESSENCE NAILS,11599,5857101101,Mr Chiến,"Connect Printer với tablet, tiệm có 1 PC vafd 1 tablet đều tải main app, đã setup PC connect USB với máy Volcora và Tablet connect với printer MunByn",Done,2024-12-15
Anh Thư,16:17:27.727000,ELIFE NAIL SPA,09501,9512373735,Ms,HD key in,Done,2024-12-15
Phương Anh,16:18:55.642000,NAIL PRO,09545,2157766507,Mr,Tiệm nhờ set passcode cho mục process,Done,2024-12-15
Sanh Lưu,16:19:35.876000,L&T NAILS	,GA_08837,7065155662,Ms,HD she cách check info khách,Done,2024-12-15
Hương Giang,16:20:04.687000,NAIL & LASHES SPA LA TOUR,11704,4696681719,Ms,KH nhờ book hẹn 3pm ngày mai cho thợ Jenny,Done,2024-12-15
Tuấn Võ,16:21:02.903000,MANIYO NAIL SPA,07757,8323057917,Ms Binh,,,2024-12-15
Tuyết Anh,16:22:58.925000,NAIL GARDEN North Charleston , 07056,4708856583,  Ms,"NAIL GARDEN North Charleston        07056        4708856583        Ms        ""KH muốn nạp $200/11.000 thông tin thẻ : 4100-3905-3893-9725 exp 06/28
-> Thẻ Denied, gọi báo khách lại giúp c
=> She báo do she khóa thẻ nên chưa charge được. She đã mở thẻ lại rồi. Nhờ chị Dung chuyển lại billing giúp tiệm ạ. ",Done,2024-12-15
Đạt Trương,16:23:49.102000,PROFESSOR NAILS & SPA,07801,7252315201,Ms (Eng),#547 she nhờ chuyển $20 lên tip cho thợ,Done,2024-12-15
Liên Chi,16:26:02.535000,OBI NAILS AND SPA,11844,6788987399,Mr Peter,"Usename:obinails11844
Pass: Level12345$
Client ID: 11844
Vericode: 14492
Mail: petertruong31@yahoo.com

Nhờ chị @⁨Dung Nguyen⁩ @⁨LLLteck - Chị Loan⁩  gửi thông tin đăng nhập qua mail giúp tiệm ạ.",Done,2024-12-15
Anh Thư,16:26:11.967000,SLEEK NAILS AND SPA,08744,2812233511,Ms Loan,"She nhờ check có charge dc $150 ko, check thấy đã charge dc và update lên system, đã báo she",Done,2024-12-15
Sanh Lưu,16:26:57.358000,JOHNS CREEK NAILS SPA,07957,7705586557,Ms Mai,"#2502-006-825 12/13/2025 Total $138 bị miss $30
=> Gọi C.c số thẻ done",Done,2024-12-15
Phượng Hồ,16:27:11.255000,MANIYO NAIL SPA,07757,8323057917,Ms Binh,gửi code HANNA,Done,2024-12-15
Anh Thư,16:34:18.971000,HENRY'S HAIR SALON,10631,202-808-1008	,Mr,"deactive Toni, add Khoi comm 60%, ck 60%",Done,2024-12-15
Chiến Phạm,16:32:32.543000,ATHENS NAILS BP,11141,6788631797,Ms,"She nhờ gửi info login tiệm về mail: hoaiphuongha@gmail.com
- Username: athens11141
- Password: Level12345$ ( Capital L)
- Client ID: 11141
- Verify Code: 26116
=> Nhờ 2 chị gửi giúp tiệm",Done,2024-12-15
Tiến Dương,16:36:07.892000,ALLURE NAILS & SPA,GA_08158,6783967614,Ms.Eng,Swap tech ticekt 2502-006-758 ,Done,2024-12-15
Tuấn Võ,16:39:44.253000,CM NAILS & SPA 21515,11691,7034890460,Mr Châu,HD khách payment by GC,Done,2024-12-15
Sanh Lưu,16:44:25.795000,THE COCO NAILS & SPA,07253,8507868495,Ms,"Hello team, tiệm này cần pay check của thợ từ ngày 1 tháng 12 đến 14 tháng 12 ạ gửi qua email tiệm giúp em  nhé
=> She nhờ gửi income thợ theo thời gian trên qua mail đăng kí myen2071@gmail.com, nhờ 2 chị gửi giúp tiệm ạ ",Support,2024-12-15
Tiến Dương,16:46:53.091000,PASSION NAIL SPA 2,11833,"
2406412992
3019164900",Ms.,"A920 (S/N: 1850871252) bị overlap khi thoát khỏi app.
>> gọi update dùm c
=> Dạ em gọi update máy A920 (S/N: 1850871252) bị overlap nhưng thiết bị vẫn bị. Nhờ chị Loan request Spoton xem qua giúp tiệm
----
Tiệm muốn đổi số phone tiệm 227-282-2821 trên rc",Support,2024-12-15
Phương Anh,16:46:47.820000,SUNSET NAILS SPA,11471,7027825778,Ms,HD tiệm check point và report customer,Done,2024-12-15
Hương Giang,16:53:36.791000,KN NAILS,05658,6083021912,Ms,"tablet ver 2.1.7 máy in ko work, chị D đã roll back, đã HD khách update lại về 2.1.2",Done,2024-12-15
Anh Thư,16:53:47.882000,LAVISH NAILS LOUNGE LLC,10454,6109130658,Ms,add #746 $55 cho Ivy,Done,2024-12-15
Phương Anh,17:02:08.491000,NAILS BY KIM,FL_09848,"7725591717
7725384497",Ms.,"Tiệm muốn lấy thêm tiền của khách nhưng tiệm đã settlement, tiệm nói tiệm sẽ gọi khách nhờ charge lại, không cần request",Done,2024-12-15
Chiến Phạm,16:56:34.797000,NAILS ONE NAILS & SPA	,11575,7069820698,Ms,HD adjust tip,Done,2024-12-15
Phượng Hồ,16:56:39.365000,ILLUSION NAILS SPA,11140,6156783428,Ms Emily MAC,"KH cf Cust trả qua Venmo rồi, nhờ chị D void #331 refno 8 $125 VS 8909 giúp KH",Done,2024-12-15
Anh Thư,16:57:48.566000,IRIS NAIL BAR	,11325,4692564166,Mr,"IRIS NAIL BAR Year-End Promotion!
Buy $300+, get 40% bonus gift cards.
Dividable among loved ones 
Call 469-256-4166 for details.
-> Đợi cf",Support,2024-12-15
Tuyết Anh,16:58:14.342000,TERRELL NAILS BAR,07365,9722107111,Mr,"Gift Card Deal! 
$50 get $55
$100 get $110
$150 get $170
Ends 12/24/25
TERRELL NAILS BAR
@504 American Way, Terrell TX
9722107111
=> Đợi he confirm",No answer,2024-12-15
Phượng Hồ,17:00:35.071000,PRO NAILS SALON,11822,3125363176,Mr,delete #066,Done,2024-12-15
Tuyết Anh,17:00:35.071000,SUNSET NAILS SPA,11471,7027825778,Ms,"She call lên báo máy print bị kêu, check thấy printer hết giấy. Nhờ she bỏ giấy vào, she báo để she check xem để giấy ở đâu, she không nhớ. Có gì she call lại sau. ",Done,2024-12-15
Tuấn Võ,17:06:54.664000,99 NAILS & SPA,11485,8065004960,Ms,"KH muốn gửi promotion cho cust:

New Year, New Toes!
$10 OFF ALL Pedicures!
 Exp: 01/01/2026
@99 NAILS & SPA
10101 Slide Rd #300, Lubbock, TX
Book now: 806-319-8109
-> KH confirmed -> nhờ 2 chị send all customers ạ",Done,2024-12-15
Phương Anh,17:14:23.386000,JAZMIN SPA,07808,6787771075,Ms. Kathleen,HD tiệm get IP,Done,2024-12-15
Tiến Dương,17:13:04.052000,Crystal Nail Spa,07127,7148009590,Ms,"Ngày 12/11  2502-006-837 Total $300 (VS-4537, trans id: 8) refund $145 
=> Dạ tiệm đã 16 số  thẻ và ngày hết hạn, => Em hd tao ticket 2502-006-928 $145 other payment, hd làm refund $145 và done tiệm ạ",Done,2024-12-15
Tuyết Anh,17:13:49.756000,NAILOLOGY LOUNGE,10614,5037582361,Ms,"HD tiệm adjust Tip lấy thêm $12 ticket #2502-008-483 , add $12 cho thợ Anna",Done,2024-12-15
Hương Giang,17:23:12.502000,Q NAILS LOUNGE,10289,5209121386,Mr Bình (chồng Owner),"KH muôốn upadte thông tin owner mới, tmdspoton nhờ anh Sang hỗ trợ giúp KH  ",Support,2024-12-15
Đạt Trương,17:24:13.357000,SERENCE NAILS & HEAD SPA,10954,2147857705,Ms,She nhờ mở lại app cho tiệm làm ngày 16 vs 23,Done,2024-12-15
Tuấn Võ,17:24:13.357000,Crystal Nail Spa,07127,7148009590,Ms,KH cần gặp anh Tiến,Done,2024-12-15
Chiến Phạm,17:27:09.260000,ESSENCE NAILS,11599,5857101101,Mr Chiến,HD connect A920 (làm pinpad) với tablet,Done,2024-12-15
Sanh Lưu,17:26:36.989000,DELUXE NAILS & SPA 2,09204,8562911503,Mr. (manager),"He nhờ setup app trên laptop để lấy appt, bữa bên mình có bạn tư vấn là mua máy rồi cài được",Done,2024-12-15
Anh Thư,17:27:38.217000,Lavish Nails and Spa (SC)	,05120,(864)517-7084 ,Ms,"#2501-024-821 tiệm nói charge tới 2 thẻ VS-7099 $50, VS-5514 $52.20 nhưng chỉ approve 1 thẻ $7099, đã confirm tiệm và nhờ anh Sanh sửa lại ticket này, nhưng total chỉ có $102.20, tiệm nhờ take note tiền còn lại $5 thành other",Done,2024-12-15
Phượng Hồ,17:28:43.194000,NAILS CITY,10974,6626100539,Ms Lý,add #291 $90 cho HENRY và LYEM,Done,2024-12-15
Phương Anh,17:35:01.567000,TRACYS NAIL CARE,05559,6783862211,Ms. Hằng,"Tiệm hỏi nếu sử dụng máy credit card thì có cần số phone không? Do bên internet họ báo là không cần phải có số phone nên tiệm muốn confirm, báo tiệm pos chỉ cần có internet là được",Done,2024-12-15
Tuấn Võ,17:35:33.594000,RIVERSIDE NAILS & SPA,08447,8563082114,Mr,"KH nhờ chỉnh lại $50 -> GC MSRID 0833 ticket 2501-011-373 (VS 0360, $70) ngày 12/15",Done,2024-12-15
Anh Thư,17:39:28.433000,HAPPY NAILS,UT_11845,3853269377,Mr,báo sd máy,Done,2024-12-15
Phượng Hồ,17:41:24.431000,VIET TRADITIONAL NAILS,10990,4703982358,Ms,KH nhơờ đổi tên HuongKRA -> KRISTY (cùng 1 người),Done,2024-12-15
Đạt Trương,17:43:25.177000,247 ORGANIC NAILS & SPA,GA_07898,4783975112,Ms,gửi v code thợ Ly,Done,2024-12-15
Anh Thư,17:44:46.425000,	NAIL SPA,11121,8707226810,Ms,HD adjust tip,Done,2024-12-15
Chiến Phạm,17:47:44.955000,ATHENS NAILS BP,11141,6788631797,Ms,"She báo là khi book APPT trong LLDSalon, mặc dù thợ đã có APPT vào nhưng khung giờ trước đó nhưng khi book thì app vẫn show đủ các khung giờ của thợ  (thợ JENNY ngày 12/16 có APPT, nhưng khi Book thợ JENNY thì show đủ khung giờ từ 11:00 AM tới 5:00PM), em check thêm 2,3 ngày sau và các thợ khác đều bị tương tự. Test trên ipad văn phòng cũng bị. Em đã HD She book theo cách hold vào khoảng trống trong By Bar. Nhờ 2 chị chuyển kĩ sư check lại giúp tiệm",Support,2024-12-15
Hương Giang,17:47:13.277000,VP NAILS,IL_10466,7799022893,Ms,enable tesalon for Henry,Done,2024-12-15
Liên Chi,17:47:49.681000,COHO NAILS & SPA    , 11826  ,8636578688,Ms ,"""FOLLOW
Bluebirdspay1
COHO NAILS & SPA
11826
Quyen Le
8636578688/ 8634502002""
--------
PC với A35-S/N: 2290562220
- HD pmt
- HD xem appt, turn tracker/ guest list
- HD settelement, void. 
- HD report
- HD adjust tip 

Em đã nhờ she test $1.03 và settelement. 
",Done,2024-12-15
Phương Anh,17:54:08.819000,SASSY NAILS ,11396,8653080126,Ms,"Processing RefNo 1, ticket 2503-004-697 ($34.80, VS 3401) của thợ May serv $29 + tip $5.80, đã nhờ tiệm complete transaction",Done,2024-12-15
Phượng Hồ,17:54:08.819000,JP NAIL SPA,CA_10732,916-490-2273 / 916-346-4441,Mr Viet Hung Le,"#2501-006-555 $85.83 VS 3858 Ticket hiện change $1.40 > KH nói không sao cứ để vậy đi, để KH check lại nếu có cần RF thì KH gọi lại sau",Done,2024-12-15
Tuấn Võ,17:51:32.543000,NAILS CITY,10974,6626100539,Ms Lý,"KH nhờ tách ticket 2595-009-291 (MC 2709, $125) ngày 12/15 -> Add lại cho Lai, Lyem",Done,2024-12-15
Sanh Lưu,17:52:32.193000,FAMILY NAILS SPA,11762,6023398340,Mr,"He nói bên bank bị charge tiền, đã C.c số Spoton",Done,2024-12-15
Liên Chi,17:57:42,NAIL ART STUDIO & SPA,FL_10717,,,"12/15
#2501-009-598: RefNo: 12, RefNo: 13 trùng ticket
--> Dạ em call số tiệm, receptionist không biết ticket
Call owner voice mail, đã để lại lời nhắn cho she rồi ạ ",Done,2024-12-15
Đạt Trương,18:00:21.247000,TD NAILS,10037,2488435819,Ms. Nhung,#564 chuyển $75 qua cho thợ BEE,Done,2024-12-15
Tuyết Anh,18:04:16.345000,V NAILS & SPA,05646,6787704384,Mr.Hậu,He call lên báo muốn gặp lại bạn lúc sáng support he về sms. Chuyển line PA,Done,2024-12-15
Hương Giang,18:09:16.492000,ADORE NAIL & BEAUTE,11640,7209659664,Ms. Tú,setup pascode khóa revenue,Done,2024-12-15
Anh Thư,18:11:32.114000,NAILS TIME,10511,(605)838-9999,Ms,"She gọi hỏi có phải số phone của Vỹ ko, đã báo she nhầm số, she Ok",Done,2024-12-15
Phượng Hồ,18:14:30.642000,NAIL & LASHES SPA LA TOUR,11704,4696681719,Ms,"KH nhowf check report batch, báo tiệm còn 19 trans chưa đóng nhờ mai lên tiệm gọi lại HD batch",Done,2024-12-15
Phương Anh,18:14:15.878000,V NAILS & SPA,05646,6787704384,Mr.Hậu,"V NAILS -GIFTCARD SPECIAL 10%OFF
Join us Dec 19-22 for Client Appreciation.Enjoy egg-rolls, drinks & pampering
678-3662400
Exp:1/1/2026
=> Tiệm đã confỉm nội dung, nhờ 2 chị gửi ra cho các khách đến tiệm từ 01/01/2025-12/15/2025 giúp em",Done,2024-12-15
Tiến Dương,18:16:44.276000,SERENITY,05200,2167271289,Ms,"Dạ tiệm thắc mắc về fees hằng tháng và gói chạy MKT => Cung cấp số MAC, she nói mai call để hỗ trợ sau ",Done,2024-12-15
Đạt Trương,18:24:17.993000,POLISH IN PARADISE,GA_09525,4702993321,Mr,"He nhờ xem giúp tiệm he settlement chưa, báo chưa he ok để bây giờ batch",Done,2024-12-15
Chiến Phạm,18:24:17.993000,XCLUSIVE NAIL BAR	,11681,4704550878,Mr,"HE nhờ check có appve ticket nào mới charge $105 không, check không có #, báo HE, HE OK",Done,2024-12-15
Anh Thư,18:27:56.093000,MILA NAIL BAR,GA_08803,6785955400,Mr Bảo(Recep),"Tiệm có nhiều ticket bị offline, check thấy vẫn còn 3 trans chưa update lên system, he hang up",Done,2024-12-15
Đạt Trương,18:30:03.228000,NAIL ART STUDIO & SPA,10717,9048626899,Ms,"#2501-009-598 ghi nhận 2 thẻ (VS-0883, Ref no12, $21.02) và (VS-8740, Ref no13, $40). Tiệm confirmed giữ (VS-8740, Ref no13) và VOID lại giúp (VS-0883, Ref no12, $21.02). Nhờ 2 chị hỗ trợ void giúp tiệm",Support,2024-12-15
Tuấn Võ,18:30:03.228000,DAZZLE NAILS AND SPA,10382,7039819685,Ms,Hỗ trợ khách swap tech,Done,2024-12-15
Tuấn Võ,18:35:33.258000,LOTUS NAILS DAY SPA,08695,Huyentran092877@icloud.com,Ms,"Refill $500/30.000SMS Thông tin thẻ : 4246-3154-5327-7574 Exp: 06/30
-> nhờ 2 chị hỗ trợ ạ
KH muốn gửi SMS cho cust:

Gift Card Promos @Lotus Nails Spa 
Buy GC $50 bonus $5 
GC $100 bonus $10
Exp:12/26/25
Call 4075936561
1957 S Narcoossee, St. Cloud, Fl
-> KH confirmed gửi cho cust 05/01-11/01/25 -> nhờ chị Loan hỗ trợ ạ",Done,2024-12-15
Sanh Lưu,18:36:42.422000,MALIBU NAIL LOUNGE,08244,8322822687,Mr. Andy,HD in lương reception,Done,2024-12-15
Đạt Trương,18:40:35.994000,PROFESSOR NAILS & SPA,07801,7252315201,Ms (Eng),#553 she nhờ chuyển $20.70 lên tip cho thợ,Done,2024-12-15
Anh Thư,18:50:40.691000,MODERN NAILS & LASH,09504,3032150646,Ms,"KH nhờ chỉnh lại giờ clock in của Chris: 10:15 AM 12/7
-> nhờ 2 chị hỗ trợ ạ",Done,2024-12-15
Phương Anh,19:00:06.159000,K NAILS AND SPA,10836,4302351144,Ms,Tiệm nhờ chỉnh lại lương của Nick thành $1400 / tuần theo by cycle,Done,2024-12-15
Phượng Hồ,18:56:15.139000,LAVISH NAIL LOUNGE,09854,9189985010,Ms.,HD trừ $20 bal GC bằng cách bán product sale,Done,2024-12-15
Liên Chi,18:59:51.950000,MODERN NAIL BAR,07985,4044296361,Ms,"Jen 
Mở enable day 12/16 và 12/18 
CLock appt 12/17 
Ann: Clock appt 12/16 
Gửi payroll 12/01-12/15 của Lisa qua imess ",Done,2024-12-15
Hương Giang,19:03:35.865000,SPA PRO NAILS,11552,5125843592,Mr,HD in lương thợ,Done,2024-12-15
Tuyết Anh,19:05:28.737000,NAIL BAR,11809,6572960498,Mr Ethan,"He call lên báo charge thẻ cust không được. Nhờ he test thử thẻ he thì worked. Báo he có thể do thẻ mới, nên bên ISO chưa build file nhận 2 thẻ này. He báo cust đã đi lấy cash rồi. 
=> Nhờ he sent giúp hình 2 thẻ qua imess để request thử xem có approve được 2 thẻ này không. Đã sent imess, đợi he gửi hình. ",No answer,2024-12-15
Anh Thư,19:11:31.708000,FINE NAILS,06530,7708415683,Mr Minh,He nhờ check số phone khách Kiki ghé tiệm ngày 11/9,Done,2024-12-15
Sanh Lưu,19:23:25.953000,PALAZZIO NAIL LOUNGE THE HEIGHTS,10754,8326497870,Mr,"He nhờ fix giờ clock in thợ, đã confirm với Mr Phú là sửa lại giờ staff Minh clock in lúc 9:30am",Done,2024-12-15
Anh Thư,19:37:34.044000,Angel Nails Spa 4u,09905,9208095435,Ms Annie Nguyễn,#801 swap tech Kim -> MK $100,Done,2024-12-15
Sanh Lưu,19:38:17.814000,PALM SPRINGS NAILS & SPA,11790,phuongpham0625@yahoo.com,Ms Phuong,"HD và giải thích về settlement, check cashier không thấy có tín hiệu, đã thử đổi đầu dây nhưng vẫn không work, đã nhờ she gọi AE để nhờ gửi cọng khác",Done,2024-12-15
Phương Anh,19:45:17.839000,SCARLETT'S SALON SPA & NAILS,11644,5126986171,Mr,HD tiệm in lại receipt,Done,2024-12-15
Sanh Lưu,19:56:39.327000,VIDA NAILS AND SPA,09935,9155882122,Ms Mai,"#2501-007-131 ngày 12/15/2025 Total $120 MC-7450, TransID: 9, AppCode: 025158, bị miss $15 Tip, nhờ chị Loan request ISO charge lại giúp tiệm ạ ",Support,2024-12-15
Hương Giang,20:15:54.692000,STAR NAILS SPA	,TX_08815,469-878-8551,Ms,HD payment GC & CASH,,2024-12-15
Tuấn Võ,20:21:12.925000,LE NAILS SPA,10985,7073010936,Ms. Duyên,KH nhờ̀ delete ticket 2501-008-258 ($80) cash,Done,2024-12-15
Phương Anh,20:25:06.566000,NAILOLOGY LOUNGE,10614,5037582361,Ms,Tiệm nhờ fix $10 tip lên thành serv cho thợ Mai trong ticket 2502-008-486,Done,2024-12-15
Sanh Lưu,20:44:51.634000,IRIS NAIL BAR,11325,4692354285,Mr Khôi,"IRIS NAIL BAR PRINCETON Year-End Promo!
Buy $300+, get 40% bonus gift cards.
Dividable among loved ones
Call 469-256-4166 for details.
=> He confirm sms trên, nhờ mai sáng 10:00am gửi ra cho all cust, không cần confirm lại do mai he không có time để nghe máy, nhờ 2 chị mai vào send giúp tiệm ạ ",Support,2024-12-15
Sanh Lưu,20:52:03.958000,FRIENDLY NAILS AND SPA,NV_10620,7756866686,Ms,Miss call gọi lại không nghe máy,No answer,2024-12-15
Sanh Lưu,20:52:03.958000,QNAIL SALON,06150,8015983507,Ms. Quyên,Miss call gọi lại không nghe máy,No answer,2024-12-15
Sanh Lưu,21:06:41.459000,NAIL GARDEN,OR_08605,5032241149,Ms.Annie,"She hỏi trans thẻ 1966 ngày 12/11/2025 cóp double charge không, check trong system thì không có, có nhờ she gọi iso double check",Done,2024-12-15
Sanh Lưu,21:09:33.777000,ELAN NAIL BAR,11796,6785201722,Ms,"She bảo tiền trên System phần cycle end và tiền trên app chủ không giống nhau (tech payout thì đúng), đã check thử trên ipad office và phone she thì đúng là toàn bộ thợ bị khác số, nhờ các chị @⁨Dung Nguyen⁩ @⁨Loan Nguyen⁩ request kĩ sư check lại phần này giúp tiệm để ra lương thợ ạ",Support,2024-12-15
Sanh Lưu,21:27:55.323000,LD NAILS & SPA,11764,4049930353,Mr,"HD in lương thợ, in total tiệm nhiều ngày máy A920",Done,2024-12-15
Sanh Lưu,22:14:41.350000,ALTA NAILS SPA LOUNGE,11360,6195480500,Ms,"#2503-004-811 ngày 12/15/2025 $148 VS-2186, TransID: 7, AppCode: 839843, bị miss $57 ser, nhờ các chị request ISO charge lại giúp tiệm ạ ",Support,2024-12-15
Đạt Trương,08:13:04.773000,NAILS SO HAPPY,10843,8132305197,Mr,Giai thích he về refund ở fix ser,Done,2024-12-16
Tiến Dương,08:38:37.367000,NAIL GARDEN,10340,4708856583,Ms,"NAIL GARDEN Mount Pleasant
Holiday Special!
10% OFF All Services
Exp:01/31/26
Call for appt:843-490-0955
""Show text to redeem""

She confirm nội dung. Nhờ chị Dung hỗ trợ send out all cust (1975) giúp tiệm ạ ",Done,2024-12-16
Tiến Dương,08:49:08.598000,NAIL BUZZ 3,10692,"FB Chanel Nguyen
772-307-2951",Ms,"Máy E800 tiệm thắc mắc sau khi khách thanh toán $100 ($50 cash và $50 card payment), trên Q20 ghi nhận $50 total trả qua thẻ, nếu để như vậy trên tip % thợ sẽ bị mất tiền => Giải thích she do thiết bị thuộc bên iso nên máy cà thẻ ghi nhận total amount khách trả qua thẻ thôi. she request call manager giải thích he trc
=> Giải thích he có option tắt Q20 ko nhận tip và chỉ nhận dưới màn hình của E800, he nói đã hiểu và trao đổi lại với owner và call lại sau ",,2024-12-16
Đạt Trương,08:54:09.174000,Luxury Nail Bar Edinburg,11410,9569916119,Mr,Giup he tải lại app PC,Done,2024-12-16
Tiến Dương,08:58:28.744000,AE LINH bluebird,,"2022401225
202-394-8515",Mr. Kero Eng,"ANGEL NAILS & SPA OF JACKSON - CID: 11768 
Mr. Thang 732-901-6767
Cellphone: 540-746-5124
=> Tiệm không cần hỗ trợ training, chỉ cần kết nối A35 (S/N 2290544057) get ip work. Vì khi kết nối thiết bị ghi get ip error. He hẹn 9:Am CST ngày 12/16/2025 call lại hỗ trợ he get ip lại sau ",Done,2024-12-16
Đạt Trương,09:02:29.848000,APEX NAILS,09963,7705686715,Ms,"10% OFF all services
Valid til 12/31/25
*Show text
=> Khách nhờ soạn lại sms, nhờ chị Dung soạn lại giúp she ạ",Done,2024-12-16
Phượng Hồ,09:04:24.492000,ZEN NAIL SPA III,11076,6784447774,Ms,"add CHLOE comn 60%, check 70%",Done,2024-12-16
Phượng Hồ,09:07:22.697000,SKYLARK NAIL SPA	,10242,9372382122,Ms. Amy,HD log-in E800,Done,2024-12-16
Tiến Dương,09:09:50.852000,ANGEL NAILS & SPA OF JACKSON,11768,5407465124,Mr,HD kết nối A35 (S/N 2290544057) test trans $1 và đóng batch và máy đã work. Agent Linh blue bird nói sẽ follow tiền về của tiệm và ko cần email,Done,2024-12-16
Đạt Trương,09:14:53.916000,KATIE NAILS SPA,11363,5715233102,Ms,Giup she tải lại app PC,Done,2024-12-16
Đạt Trương,09:15:37.139000,APEX NAILS,09963,7705686715,Ms,"Holiday Special! 
Get 10% OFF all services
Ends 12/31/25
*Show text
APEX NAILS
@1685 Old Norcross Rd Ste 300B
Call: 470-365-2143
=> Gửi khách khách confirmed sms send cust từ 05/01/25 đến nay 12/16/2025 (Total 1,572). Nhờ chị Dung gửi ra giúp tiệm ạ",Done,2024-12-16
